SaleKey,SaleID,DateKey,ProductKey,GeoKey,ChannelKey,CustomerKey,UnitPriceUSD,DiscountPct,UnitsSold,DiscountedPriceUSD,RevenueUSD,Currency,FXRateToUSD,RevenueLocalCurrency,CustomerRating,ReturnStatus
6194,APPL-00002074,20230810,876,96,38,47,961.83,0.00,3,961.83,2885.49,CNY,7.240000,20890.95,3.97,Kept
6195,APPL-00003996,20230810,305,189,16,55,725.33,10.00,4,652.80,2611.20,INR,83.500000,218035.20,3.10,Exchanged
6196,APPL-00008667,20230810,398,386,39,117,962.03,0.00,1,962.03,962.03,ZAR,18.900000,18182.37,4.40,Kept
6197,APPL-00011329,20230810,476,513,19,97,1032.32,0.00,3,1032.32,3096.96,VND,24500.000000,75875520.00,4.30,Kept
6198,APPL-00008106,20230810,1165,372,4,21,84.85,10.00,2,76.36,152.72,SAR,3.750000,572.70,3.80,Kept
6199,APPL-00002813,20230811,1174,130,25,140,36.23,0.00,1,36.23,36.23,EGP,30.900000,1119.51,4.50,Kept
6200,APPL-00011433,20230811,1175,517,17,42,30.91,5.00,2,29.36,58.72,VND,24500.000000,1438640.00,3.40,Kept
6201,APPL-00010610,20230811,1176,465,11,112,28.30,0.00,1,28.30,28.30,AED,3.670000,103.86,5.00,Kept
6202,APPL-00006896,20230811,1130,323,1,119,1852.52,0.00,3,1852.52,5557.56,PKR,279.000000,1550559.24,4.09,Kept
6203,APPL-00000626,20230811,472,23,14,18,1109.61,5.00,1,1054.13,1054.13,EUR,0.920000,969.80,3.70,Kept
6204,APPL-00009522,20230811,313,425,36,80,681.28,0.00,1,681.28,681.28,SEK,10.550000,7187.50,3.00,Kept
6205,APPL-00001957,20230811,348,85,39,107,639.00,5.00,2,607.05,1214.10,CNY,7.240000,8790.08,4.04,Kept
6206,APPL-00000886,20230811,748,33,40,131,744.89,0.00,2,744.89,1489.78,BDT,110.000000,163875.80,3.60,Kept
6207,APPL-00006657,20230811,717,312,23,85,965.21,0.00,3,965.21,2895.63,NOK,10.650000,30838.46,4.00,Kept
6208,APPL-00007270,20230811,1054,338,6,126,577.51,3.00,2,560.18,1120.36,PHP,56.500000,63300.34,3.60,Kept
6209,APPL-00004632,20230811,10,228,11,7,520.42,5.00,6,494.40,2966.40,EUR,0.920000,2729.09,4.20,Kept
6210,APPL-00002555,20230811,80,120,42,7,1268.05,3.00,1,1230.01,1230.01,DKK,6.900000,8487.07,3.40,Kept
6211,APPL-00002398,20230812,10,113,11,7,514.74,0.00,2,514.74,1029.48,COP,3960.000000,4076740.80,3.50,Kept
6212,APPL-00009682,20230812,34,431,32,35,231.67,0.00,2,231.67,463.34,CHF,0.880000,407.74,4.01,Kept
6213,APPL-00011216,20230812,18,504,9,84,95.62,0.00,2,95.62,191.24,USD,1.000000,191.24,3.80,Kept
6214,APPL-00000087,20230812,18,3,16,105,104.18,0.00,2,104.18,208.36,ARS,907.000000,188982.52,3.60,Kept
6215,APPL-00008471,20230812,371,382,24,43,629.81,0.00,2,629.81,1259.62,SGD,1.340000,1687.89,4.60,Kept
6216,APPL-00009880,20230812,204,439,38,126,800.50,3.00,1,776.49,776.49,TWD,31.800000,24692.38,4.70,Kept
6217,APPL-00003673,20230812,609,173,3,134,933.83,0.00,2,933.83,1867.66,EUR,0.920000,1718.25,3.99,Kept
6218,APPL-00004888,20230813,219,243,30,133,846.93,3.00,5,821.52,4107.60,JPY,149.800000,615318.48,4.08,Kept
6219,APPL-00004702,20230813,369,233,10,114,623.66,0.00,8,623.66,4989.28,EUR,0.920000,4590.14,4.04,Kept
6220,APPL-00009637,20230813,694,429,9,68,948.09,0.00,1,948.09,948.09,CHF,0.880000,834.32,3.80,Kept
6221,APPL-00004900,20230813,665,244,1,95,968.26,3.00,1,939.21,939.21,JPY,149.800000,140693.66,3.30,Kept
6222,APPL-00006758,20230813,20,316,12,105,106.01,0.00,1,106.01,106.01,NOK,10.650000,1129.01,3.90,Kept
6223,APPL-00011434,20230813,38,517,27,7,303.80,2.00,1,297.72,297.72,VND,24500.000000,7294140.00,4.10,Kept
6224,APPL-00006709,20230813,10,314,13,56,520.52,0.00,2,520.52,1041.04,NOK,10.650000,11087.08,4.02,Kept
6225,APPL-00002734,20230813,110,127,19,77,443.22,2.00,1,434.36,434.36,EGP,30.900000,13421.72,4.60,Kept
6226,APPL-00008472,20230813,125,382,35,56,588.51,0.00,4,588.51,2354.04,SGD,1.340000,3154.41,3.40,Exchanged
6227,APPL-00002994,20230813,192,137,11,84,526.80,3.00,5,511.00,2555.00,EUR,0.920000,2350.60,4.90,Kept
6228,APPL-00004720,20230813,143,234,21,91,591.67,0.00,2,591.67,1183.34,EUR,0.920000,1088.67,4.50,Exchanged
6229,APPL-00006610,20230813,1142,310,41,98,2309.73,0.00,1,2309.73,2309.73,NGN,1550.000000,3580081.50,4.50,Kept
6230,APPL-00009855,20230813,1178,438,33,63,27.98,0.00,1,27.98,27.98,TWD,31.800000,889.76,3.10,Kept
6231,APPL-00002620,20230814,1173,122,36,14,41.40,0.00,1,41.40,41.40,DKK,6.900000,285.66,4.07,Kept
6232,APPL-00009758,20230814,1164,434,25,14,74.42,0.00,1,74.42,74.42,CHF,0.880000,65.49,4.06,Kept
6233,APPL-00006199,20230814,1159,294,38,28,96.77,2.00,1,94.83,94.83,NZD,1.630000,154.57,4.02,Kept
6234,APPL-00001596,20230814,62,70,9,14,285.34,0.00,3,285.34,856.02,CAD,1.360000,1164.19,4.80,Returned
6235,APPL-00006878,20230814,43,322,11,98,316.20,0.00,2,316.20,632.40,PKR,279.000000,176439.60,4.40,Kept
6236,APPL-00008307,20230814,46,380,24,35,413.88,0.00,1,413.88,413.88,SAR,3.750000,1552.05,3.90,Kept
6237,APPL-00009523,20230814,280,425,23,103,708.73,0.00,1,708.73,708.73,SEK,10.550000,7477.10,3.30,Kept
6238,APPL-00011435,20230814,643,517,16,74,950.60,15.00,2,808.01,1616.02,VND,24500.000000,39592490.00,4.40,Kept
6239,APPL-00003292,20230815,573,151,21,101,873.43,0.00,1,873.43,873.43,EUR,0.920000,803.56,3.70,Kept
6240,APPL-00002272,20230815,726,108,42,72,999.23,0.00,1,999.23,999.23,COP,3960.000000,3956950.80,3.00,Kept
6241,APPL-00009468,20230815,1027,423,38,117,460.38,0.00,2,460.38,920.76,SEK,10.550000,9714.02,4.70,Kept
6242,APPL-00011093,20230815,36,492,5,126,241.92,0.00,2,241.92,483.84,USD,1.000000,483.84,4.30,Kept
6243,APPL-00004721,20230815,22,234,24,126,132.89,0.00,1,132.89,132.89,EUR,0.920000,122.26,4.60,Kept
6244,APPL-00001850,20230815,1090,81,27,140,1157.35,0.00,1,1157.35,1157.35,CLP,960.000000,1111056.00,4.02,Kept
6245,APPL-00010534,20230815,1162,462,33,105,105.31,10.00,3,94.78,284.34,TRY,30.500000,8672.37,4.10,Kept
6246,APPL-00005670,20230815,1169,274,30,7,137.96,15.00,2,117.27,234.54,MXN,17.150000,4022.36,4.60,Kept
6247,APPL-00011409,20230815,1171,516,1,63,36.70,0.00,1,36.70,36.70,VND,24500.000000,899150.00,4.07,Kept
6248,APPL-00002965,20230816,1162,136,26,84,105.94,2.00,3,103.82,311.46,EUR,0.920000,286.54,3.20,Kept
6249,APPL-00010485,20230816,1163,460,37,42,74.00,0.00,2,74.00,148.00,TRY,30.500000,4514.00,4.06,Kept
6250,APPL-00000300,20230816,21,10,5,98,127.79,0.00,8,127.79,1022.32,AUD,1.530000,1564.15,4.10,Kept
6251,APPL-00006407,20230816,93,301,11,70,418.51,0.00,3,418.51,1255.53,NZD,1.630000,2046.51,3.20,Kept
6252,APPL-00010072,20230816,845,446,3,31,932.37,0.00,2,932.37,1864.74,THB,35.200000,65638.85,4.20,Kept
6253,APPL-00002508,20230816,264,118,26,28,1013.90,10.00,3,912.51,2737.53,DKK,6.900000,18888.96,3.10,Kept
6254,APPL-00003019,20230816,216,138,33,7,845.80,7.00,1,786.59,786.59,EUR,0.920000,723.66,3.20,Kept
6255,APPL-00004901,20230816,366,244,24,44,642.03,5.00,3,609.93,1829.79,JPY,149.800000,274102.54,4.04,Kept
6256,APPL-00006962,20230817,238,326,3,28,1145.09,0.00,1,1145.09,1145.09,PKR,279.000000,319480.11,3.99,Exchanged
6257,APPL-00003468,20230817,886,161,21,138,1066.50,0.00,1,1066.50,1066.50,EUR,0.920000,981.18,3.97,Kept
6258,APPL-00004301,20230817,899,214,20,57,967.40,0.00,1,967.40,967.40,IDR,15700.000000,15188180.00,3.20,Kept
6259,APPL-00005966,20230817,697,285,13,69,929.77,5.00,1,883.28,883.28,EUR,0.920000,812.62,4.00,Kept
6260,APPL-00007722,20230817,1013,356,20,45,428.32,0.00,1,428.32,428.32,EUR,0.920000,394.05,3.90,Kept
6261,APPL-00011330,20230817,148,513,38,63,601.75,0.00,1,601.75,601.75,VND,24500.000000,14742875.00,3.90,Kept
6262,APPL-00001794,20230817,172,79,31,14,460.34,0.00,2,460.34,920.68,CLP,960.000000,883852.80,4.50,Kept
6263,APPL-00008692,20230817,61,387,14,119,293.44,3.00,1,284.64,284.64,ZAR,18.900000,5379.70,4.30,Kept
6264,APPL-00009881,20230817,59,439,31,98,750.54,0.00,4,750.54,3002.16,TWD,31.800000,95468.69,4.90,Kept
6265,APPL-00004169,20230817,1169,208,29,119,119.62,10.00,1,107.66,107.66,IDR,15700.000000,1690262.00,4.00,Kept
6266,APPL-00008088,20230817,1088,371,26,49,1039.37,10.00,2,935.43,1870.86,RUB,91.500000,171183.69,3.70,Kept
6267,APPL-00006267,20230818,48,296,10,112,430.43,5.00,1,408.91,408.91,NZD,1.630000,666.52,3.40,Kept
6268,APPL-00011291,20230818,55,512,26,119,830.84,0.00,1,830.84,830.84,VND,24500.000000,20355580.00,5.00,Kept
6269,APPL-00009490,20230818,101,424,31,7,426.21,0.00,1,426.21,426.21,SEK,10.550000,4496.52,3.20,Returned
6270,APPL-00003656,20230818,24,172,6,35,138.89,0.00,1,138.89,138.89,EUR,0.920000,127.78,3.80,Kept
6271,APPL-00010462,20230818,23,459,21,35,131.48,5.00,4,124.91,499.64,TRY,30.500000,15239.02,4.10,Kept
6272,APPL-00002191,20230818,10,105,41,49,568.53,2.00,1,557.16,557.16,COP,3960.000000,2206353.60,4.70,Kept
6273,APPL-00005042,20230818,11,252,13,98,519.06,0.00,1,519.06,519.06,JPY,149.800000,77755.19,4.30,Kept
6274,APPL-00010486,20230818,4,460,42,112,118.73,0.00,2,118.73,237.46,TRY,30.500000,7242.53,4.50,Kept
6275,APPL-00003887,20230819,3,181,35,112,127.34,2.00,2,124.79,249.58,HKD,7.820000,1951.72,3.70,Kept
6276,APPL-00009100,20230819,1,403,30,133,119.44,3.00,1,115.86,115.86,EUR,0.920000,106.59,4.10,Kept
6277,APPL-00000247,20230819,12,8,17,112,541.70,0.00,1,541.70,541.70,ARS,907.000000,491321.90,4.02,Exchanged
6278,APPL-00001086,20230819,17,41,32,21,105.43,5.00,3,100.16,300.48,EUR,0.920000,276.44,4.70,Kept
6279,APPL-00008637,20230819,33,385,10,42,232.07,3.00,4,225.11,900.44,ZAR,18.900000,17018.32,3.50,Exchanged
6280,APPL-00003859,20230819,31,180,10,42,233.08,0.00,1,233.08,233.08,HKD,7.820000,1822.69,4.01,Kept
6281,APPL-00011020,20230819,31,485,1,77,240.58,15.00,1,204.49,204.49,GBP,0.790000,161.55,4.01,Kept
6282,APPL-00006328,20230819,66,298,24,70,98.77,0.00,1,98.77,98.77,NZD,1.630000,161.00,4.40,Kept
6283,APPL-00004521,20230819,987,223,5,2,434.18,5.00,1,412.47,412.47,EUR,0.920000,379.47,4.80,Kept
6284,APPL-00003696,20230819,680,175,33,39,930.42,10.00,1,837.38,837.38,HKD,7.820000,6548.31,3.50,Kept
6285,APPL-00010554,20230819,264,463,39,14,1109.13,5.00,2,1053.67,2107.34,TRY,30.500000,64273.87,4.50,Kept
6286,APPL-00008473,20230819,407,382,26,61,949.27,0.00,4,949.27,3797.08,SGD,1.340000,5088.09,4.80,Kept
6287,APPL-00004378,20230819,1125,217,1,14,1967.24,0.00,2,1967.24,3934.48,IDR,15700.000000,61771336.00,4.09,Kept
6288,APPL-00003657,20230820,1099,172,3,14,1330.76,0.00,1,1330.76,1330.76,EUR,0.920000,1224.30,4.10,Kept
6289,APPL-00004902,20230820,1100,244,22,98,1342.74,10.00,2,1208.47,2416.94,JPY,149.800000,362057.61,4.01,Kept
6290,APPL-00006566,20230820,1167,308,7,91,138.99,0.00,3,138.99,416.97,NGN,1550.000000,646303.50,4.40,Kept
6291,APPL-00008272,20230820,1162,379,12,105,97.81,0.00,3,97.81,293.43,SAR,3.750000,1100.36,4.02,Kept
6292,APPL-00007566,20230820,1161,349,22,28,97.88,0.00,6,97.88,587.28,PLN,3.970000,2331.50,4.02,Kept
6293,APPL-00010699,20230820,226,468,26,126,751.59,0.00,1,751.59,751.59,AED,3.670000,2758.34,3.70,Kept
6294,APPL-00006329,20230820,431,298,5,68,868.88,0.00,2,868.88,1737.76,NZD,1.630000,2832.55,4.70,Exchanged
6295,APPL-00011236,20230820,701,506,4,110,1074.24,3.00,2,1042.01,2084.02,USD,1.000000,2084.02,3.80,Kept
6296,APPL-00000627,20230820,1057,23,33,28,644.90,7.00,1,599.76,599.76,EUR,0.920000,551.78,3.50,Kept
6297,APPL-00007880,20230820,61,362,21,140,317.70,3.00,4,308.17,1232.68,RUB,91.500000,112790.22,4.20,Kept
6298,APPL-00007879,20230820,11,362,35,91,579.93,0.00,2,579.93,1159.86,RUB,91.500000,106127.19,4.00,Kept
6299,APPL-00009759,20230821,21,434,7,14,138.87,10.00,3,124.98,374.94,CHF,0.880000,329.95,4.40,Kept
6300,APPL-00000887,20230821,203,33,6,77,771.05,7.00,2,717.08,1434.16,BDT,110.000000,157757.60,4.40,Kept
6301,APPL-00004379,20230821,400,217,2,121,922.97,0.00,2,922.97,1845.94,IDR,15700.000000,28981258.00,4.00,Kept
6302,APPL-00006290,20230821,361,297,21,96,619.02,2.00,1,606.64,606.64,NZD,1.630000,988.82,4.04,Kept
6303,APPL-00007123,20230821,1169,332,15,49,133.03,15.00,2,113.08,226.16,PHP,56.500000,12778.04,3.10,Kept
6304,APPL-00007723,20230821,1144,356,37,63,2392.93,0.00,2,2392.93,4785.86,EUR,0.920000,4402.99,3.10,Kept
6305,APPL-00000019,20230822,1086,1,42,35,1059.87,2.00,2,1038.67,2077.34,ARS,907.000000,1884147.38,4.50,Exchanged
6306,APPL-00010146,20230822,1170,448,12,28,121.36,3.00,1,117.72,117.72,THB,35.200000,4143.74,4.60,Returned
6307,APPL-00010535,20230822,1175,462,40,63,28.48,0.00,5,28.48,142.40,TRY,30.500000,4343.20,3.10,Kept
6308,APPL-00005580,20230822,471,271,39,55,1146.41,2.00,2,1123.48,2246.96,MYR,4.710000,10583.18,4.40,Kept
6309,APPL-00005550,20230822,79,270,42,21,1244.01,0.00,1,1244.01,1244.01,MYR,4.710000,5859.29,3.50,Kept
6310,APPL-00008693,20230822,181,387,14,70,494.25,0.00,1,494.25,494.25,ZAR,18.900000,9341.32,4.00,Kept
6311,APPL-00002110,20230823,25,99,24,7,128.03,15.00,3,108.83,326.49,CNY,7.240000,2363.79,4.40,Kept
6312,APPL-00002650,20230823,25,123,22,70,119.54,15.00,2,101.61,203.22,DKK,6.900000,1402.22,3.40,Kept
6313,APPL-00006611,20230823,13,310,30,98,266.06,0.00,1,266.06,266.06,NGN,1550.000000,412393.00,3.98,Kept
6314,APPL-00004795,20230823,729,238,10,59,981.48,0.00,1,981.48,981.48,EUR,0.920000,902.96,4.00,Kept
6315,APPL-00004633,20230823,1174,228,17,140,36.93,3.00,1,35.82,35.82,EUR,0.920000,32.95,4.60,Kept
6316,APPL-00005365,20230823,1171,264,39,91,40.03,0.00,3,40.03,120.09,KES,129.000000,15491.61,4.07,Exchanged
6317,APPL-00008273,20230823,1101,379,30,105,1234.37,10.00,1,1110.93,1110.93,SAR,3.750000,4165.99,4.30,Kept
6318,APPL-00003697,20230823,1119,175,39,56,1867.50,0.00,1,1867.50,1867.50,HKD,7.820000,14603.85,3.70,Kept
6319,APPL-00004594,20230824,1099,226,1,14,1263.68,0.00,1,1263.68,1263.68,EUR,0.920000,1162.59,4.01,Kept
6320,APPL-00004142,20230824,1073,207,31,63,6571.15,2.00,1,6439.73,6439.73,INR,83.500000,537717.45,4.90,Kept
6321,APPL-00003020,20230824,182,138,4,119,531.82,2.00,1,521.18,521.18,EUR,0.920000,479.49,4.90,Kept
6322,APPL-00007166,20230824,46,334,9,126,377.18,5.00,1,358.32,358.32,PHP,56.500000,20245.08,4.00,Kept
6323,APPL-00001634,20230825,85,72,35,21,1322.57,0.00,1,1322.57,1322.57,CAD,1.360000,1798.70,4.06,Kept
6324,APPL-00001381,20230825,96,57,35,42,453.70,3.00,5,440.09,2200.45,BRL,4.970000,10936.24,4.01,Kept
6325,APPL-00008638,20230825,711,385,3,130,950.13,0.00,2,950.13,1900.26,ZAR,18.900000,35914.91,4.00,Kept
6326,APPL-00009779,20230825,487,435,36,44,1015.54,0.00,1,1015.54,1015.54,CHF,0.880000,893.68,3.93,Kept
6327,APPL-00004302,20230825,277,214,20,121,644.21,0.00,1,644.21,644.21,IDR,15700.000000,10114097.00,4.40,Kept
6328,APPL-00003820,20230825,1110,179,29,98,1323.65,3.00,1,1283.94,1283.94,HKD,7.820000,10040.41,4.01,Kept
6329,APPL-00007017,20230825,1150,328,35,70,2579.10,5.00,1,2450.14,2450.14,PKR,279.000000,683589.06,4.30,Kept
6330,APPL-00006589,20230825,1175,309,13,21,31.15,3.00,1,30.22,30.22,NGN,1550.000000,46841.00,4.70,Kept
6331,APPL-00008474,20230825,1168,382,12,84,137.54,3.00,2,133.41,266.82,SGD,1.340000,357.54,3.95,Kept
6332,APPL-00004492,20230826,242,222,13,84,1140.40,5.00,1,1083.38,1083.38,EUR,0.920000,996.71,3.40,Kept
6333,APPL-00010277,20230826,528,452,29,20,860.70,5.00,2,817.66,1635.32,THB,35.200000,57563.26,4.60,Kept
6334,APPL-00000854,20230826,655,32,10,20,916.10,5.00,2,870.29,1740.58,BDT,110.000000,191463.80,3.70,Returned
6335,APPL-00005168,20230826,815,258,36,47,877.00,0.00,2,877.00,1754.00,KES,129.000000,226266.00,3.20,Kept
6336,APPL-00010993,20230826,802,483,30,43,751.71,7.00,1,699.09,699.09,GBP,0.790000,552.28,3.90,Exchanged
6337,APPL-00003109,20230826,980,141,5,39,415.41,0.00,1,415.41,415.41,EUR,0.920000,382.18,4.60,Kept
6338,APPL-00001211,20230826,1017,48,41,15,426.74,5.00,1,405.40,405.40,BRL,4.970000,2014.84,4.01,Kept
6339,APPL-00010147,20230826,72,448,35,28,1240.77,3.00,1,1203.55,1203.55,THB,35.200000,42364.96,3.40,Kept
6340,APPL-00002490,20230826,175,117,19,98,493.03,2.00,1,483.17,483.17,DKK,6.900000,3333.87,3.70,Kept
6341,APPL-00000141,20230826,14,5,7,105,259.11,7.00,2,240.97,481.94,ARS,907.000000,437119.58,3.60,Kept
6342,APPL-00011158,20230826,5,498,2,70,157.55,0.00,1,157.55,157.55,USD,1.000000,157.55,3.96,Kept
6343,APPL-00009917,20230826,33,440,5,7,252.33,0.00,6,252.33,1513.98,TWD,31.800000,48144.56,4.01,Kept
6344,APPL-00000988,20230826,39,37,12,49,292.05,7.00,2,271.61,543.22,EUR,0.920000,499.76,4.00,Kept
6345,APPL-00009390,20230827,16,419,11,14,250.81,0.00,2,250.81,501.62,SEK,10.550000,5292.09,3.80,Kept
6346,APPL-00009066,20230827,170,401,28,112,535.10,5.00,2,508.34,1016.68,EUR,0.920000,935.35,4.40,Kept
6347,APPL-00000607,20230827,55,22,13,112,836.07,10.00,1,752.46,752.46,EUR,0.920000,692.26,4.80,Kept
6348,APPL-00009780,20230827,805,435,30,20,924.94,10.00,1,832.45,832.45,CHF,0.880000,732.56,3.50,Kept
6349,APPL-00004750,20230827,826,236,22,23,898.33,0.00,1,898.33,898.33,EUR,0.920000,826.46,4.20,Kept
6350,APPL-00001382,20230827,567,57,16,64,934.65,5.00,1,887.92,887.92,BRL,4.970000,4412.96,3.20,Kept
6351,APPL-00010334,20230827,258,454,5,14,1157.48,0.00,1,1157.48,1157.48,TRY,30.500000,35303.14,3.90,Kept
6352,APPL-00003150,20230827,327,143,32,54,739.56,2.00,2,724.77,1449.54,EUR,0.920000,1333.58,4.60,Kept
6353,APPL-00003408,20230827,1166,157,38,49,77.05,0.00,1,77.05,77.05,EUR,0.920000,70.89,4.20,Returned
6354,APPL-00005086,20230827,1099,254,13,91,1240.87,3.00,3,1203.64,3610.92,JPY,149.800000,540915.82,4.60,Kept
6355,APPL-00001597,20230828,1168,70,38,21,129.51,2.00,1,126.92,126.92,CAD,1.360000,172.61,3.95,Kept
6356,APPL-00008475,20230828,399,382,8,47,917.36,10.00,2,825.62,1651.24,SGD,1.340000,2212.66,4.40,Kept
6357,APPL-00005967,20230828,481,285,13,6,1155.98,0.00,1,1155.98,1155.98,EUR,0.920000,1063.50,3.10,Kept
6358,APPL-00010278,20230828,60,452,1,42,787.11,0.00,1,787.11,787.11,THB,35.200000,27706.27,3.97,Kept
6359,APPL-00001233,20230828,68,47,29,42,94.71,10.00,1,85.24,85.24,BRL,4.970000,423.64,4.14,Kept
6360,APPL-00000020,20230828,201,1,12,91,839.97,0.00,1,839.97,839.97,ARS,907.000000,761852.79,4.08,Kept
6361,APPL-00000408,20230828,129,14,23,105,589.70,3.00,1,572.01,572.01,AUD,1.530000,875.18,3.70,Kept
6362,APPL-00001652,20230828,11,73,29,14,579.33,0.00,1,579.33,579.33,CAD,1.360000,787.89,4.02,Kept
6363,APPL-00003504,20230829,10,163,3,63,566.80,7.00,4,527.12,2108.48,EUR,0.920000,1939.80,3.70,Kept
6364,APPL-00001939,20230829,16,84,13,105,234.11,2.00,1,229.43,229.43,CLP,960.000000,220252.80,3.98,Kept
6365,APPL-00006135,20230829,22,292,41,91,119.36,10.00,1,107.42,107.42,EUR,0.920000,98.83,4.90,Kept
6366,APPL-00004889,20230829,20,243,18,119,96.94,2.00,1,95.00,95.00,JPY,149.800000,14231.00,4.30,Exchanged
6367,APPL-00001407,20230829,180,59,22,70,486.03,3.00,1,471.45,471.45,BRL,4.970000,2343.11,4.02,Kept
6368,APPL-00003525,20230829,65,165,4,28,99.62,0.00,1,99.62,99.62,EUR,0.920000,91.65,3.60,Kept
6369,APPL-00007493,20230829,59,346,28,70,778.06,7.00,2,723.60,1447.20,PLN,3.970000,5745.38,4.80,Kept
6370,APPL-00007898,20230829,63,363,22,133,297.75,0.00,6,297.75,1786.50,RUB,91.500000,163464.75,3.30,Kept
6371,APPL-00004691,20230829,858,232,32,62,956.60,10.00,2,860.94,1721.88,EUR,0.920000,1584.13,4.40,Kept
6372,APPL-00008668,20230829,1036,386,40,39,451.43,0.00,2,451.43,902.86,ZAR,18.900000,17064.05,4.80,Kept
6373,APPL-00009239,20230829,977,412,23,103,1121.48,2.00,1,1099.05,1099.05,EUR,0.920000,1011.13,3.80,Kept
6374,APPL-00005261,20230829,1046,261,6,42,599.11,0.00,5,599.11,2995.55,KES,129.000000,386425.95,3.98,Kept
6375,APPL-00007038,20230829,1174,329,24,63,36.99,5.00,1,35.14,35.14,PKR,279.000000,9804.06,4.10,Kept
6376,APPL-00007756,20230830,1170,357,17,126,119.19,0.00,4,119.19,476.76,EUR,0.920000,438.62,3.95,Kept
6377,APPL-00003130,20230830,1092,142,2,28,1046.78,0.00,1,1046.78,1046.78,EUR,0.920000,963.04,3.10,Kept
6378,APPL-00000628,20230830,318,23,29,13,694.35,10.00,3,624.92,1874.76,EUR,0.920000,1724.78,3.60,Returned
6379,APPL-00007567,20230830,45,349,8,63,375.98,0.00,2,375.98,751.96,PLN,3.970000,2985.28,3.20,Kept
6380,APPL-00006759,20230830,181,316,38,70,536.12,2.00,1,525.40,525.40,NOK,10.650000,5595.51,4.02,Kept
6381,APPL-00009101,20230830,187,403,39,63,462.70,15.00,2,393.29,786.58,EUR,0.920000,723.65,4.80,Returned
6382,APPL-00004751,20230830,157,236,4,14,607.58,0.00,2,607.58,1215.16,EUR,0.920000,1117.95,4.40,Kept
6383,APPL-00002556,20230831,132,120,27,112,558.85,15.00,1,475.02,475.02,DKK,6.900000,3277.64,3.99,Kept
6384,APPL-00006200,20230831,48,294,33,14,374.59,0.00,2,374.59,749.18,NZD,1.630000,1221.16,4.00,Kept
6385,APPL-00007144,20230831,58,333,24,105,800.67,0.00,3,800.67,2402.01,PHP,56.500000,135713.57,3.97,Returned
6386,APPL-00000409,20230831,334,14,28,4,564.54,5.00,1,536.31,536.31,AUD,1.530000,820.55,4.30,Kept
6387,APPL-00001653,20230831,256,73,10,14,1178.30,2.00,1,1154.73,1154.73,CAD,1.360000,1570.43,4.90,Kept
6388,APPL-00011489,20230831,1069,519,18,63,6564.75,0.00,1,6564.75,6564.75,VND,24500.000000,160836375.00,3.88,Kept
6389,APPL-00006521,20230831,1069,306,17,84,7220.46,10.00,1,6498.41,6498.41,NGN,1550.000000,10072535.50,3.20,Kept
6390,APPL-00005386,20230831,921,265,23,136,1207.95,0.00,3,1207.95,3623.85,KES,129.000000,467476.65,4.70,Kept
6391,APPL-00008062,20230831,787,370,25,123,766.64,3.00,3,743.64,2230.92,RUB,91.500000,204129.18,3.20,Returned
6392,APPL-00010250,20230831,1106,451,26,126,1258.62,0.00,2,1258.62,2517.24,THB,35.200000,88606.85,4.60,Kept
6393,APPL-00005327,20230901,1102,263,15,28,1267.55,0.00,2,1267.55,2535.10,KES,129.000000,327027.90,4.60,Returned
6394,APPL-00005387,20230901,1100,265,29,56,1375.40,0.00,2,1375.40,2750.80,KES,129.000000,354853.20,3.10,Returned
6395,APPL-00002966,20230901,1173,136,14,70,38.90,5.00,7,36.95,258.65,EUR,0.920000,237.96,4.07,Kept
6396,APPL-00007568,20230901,1175,349,13,119,30.24,0.00,1,30.24,30.24,PLN,3.970000,120.05,4.10,Kept
6397,APPL-00009882,20230901,1178,439,15,77,27.88,0.00,3,27.88,83.64,TWD,31.800000,2659.75,4.00,Kept
6398,APPL-00009102,20230901,1169,403,23,119,119.34,0.00,1,119.34,119.34,EUR,0.920000,109.79,4.60,Kept
6399,APPL-00004752,20230901,1161,236,2,28,92.27,0.00,1,92.27,92.27,EUR,0.920000,84.89,4.80,Exchanged
6400,APPL-00003238,20230901,720,148,36,92,996.73,0.00,5,996.73,4983.65,EUR,0.920000,4584.96,4.20,Kept
6401,APPL-00001672,20230901,1075,74,19,70,6926.68,0.00,1,6926.68,6926.68,CAD,1.360000,9420.28,4.00,Kept
6402,APPL-00005800,20230901,1055,277,39,112,620.43,0.00,2,620.43,1240.86,MXN,17.150000,21280.75,4.60,Kept
6403,APPL-00001196,20230901,68,46,24,84,105.06,0.00,2,105.06,210.12,EUR,0.920000,193.31,3.20,Kept
6404,APPL-00008476,20230901,68,382,25,126,105.44,15.00,1,89.62,89.62,SGD,1.340000,120.09,4.14,Kept
6405,APPL-00005907,20230901,53,283,15,98,804.59,7.00,1,748.27,748.27,MXN,17.150000,12832.83,3.70,Kept
6406,APPL-00001958,20230901,140,85,41,28,636.17,15.00,1,540.74,540.74,CNY,7.240000,3914.96,3.99,Kept
6407,APPL-00008063,20230901,199,370,26,28,745.03,10.00,1,670.53,670.53,RUB,91.500000,61353.49,4.60,Kept
6408,APPL-00006916,20230901,83,324,30,14,1373.86,3.00,1,1332.64,1332.64,PKR,279.000000,371806.56,4.06,Kept
6409,APPL-00003957,20230901,33,184,11,7,235.14,0.00,2,235.14,470.28,INR,83.500000,39268.38,4.00,Kept
