ProductKey,ProductName,Category,Storage,Color
988,iPhone SE (3rd Gen),iPhone,1 TB,Silver
989,iPhone SE (3rd Gen),iPhone,1 TB,Starlight
990,iPhone SE (3rd Gen),iPhone,1 TB,White Titanium
991,iPhone SE (3rd Gen),iPhone,128 GB,Black
992,iPhone SE (3rd Gen),iPhone,128 GB,Black Titanium
993,iPhone SE (3rd Gen),iPhone,128 GB,Blue Titanium
994,iPhone SE (3rd Gen),iPhone,128 GB,Deep Purple
995,iPhone SE (3rd Gen),iPhone,128 GB,Green
996,iPhone SE (3rd Gen),iPhone,128 GB,Midnight
997,iPhone SE (3rd Gen),iPhone,128 GB,Natural Titanium
998,iPhone SE (3rd Gen),iPhone,128 GB,Product Red
999,iPhone SE (3rd Gen),iPhone,128 GB,Silver
1000,iPhone SE (3rd Gen),iPhone,128 GB,Starlight
1001,iPhone SE (3rd Gen),iPhone,128 GB,White Titanium
1002,iPhone SE (3rd Gen),iPhone,128 GB,Yellow
1003,iPhone SE (3rd Gen),iPhone,256 GB,Black
1004,iPhone SE (3rd Gen),iPhone,256 GB,Black Titanium
1005,iPhone SE (3rd Gen),iPhone,256 GB,Blue Titanium
1006,iPhone SE (3rd Gen),iPhone,256 GB,Deep Purple
1007,iPhone SE (3rd Gen),iPhone,256 GB,Green
1008,iPhone SE (3rd Gen),iPhone,256 GB,Midnight
1009,iPhone SE (3rd Gen),iPhone,256 GB,Natural Titanium
1010,iPhone SE (3rd Gen),iPhone,256 GB,Product Red
1011,iPhone SE (3rd Gen),iPhone,256 GB,Silver
1012,iPhone SE (3rd Gen),iPhone,256 GB,Starlight
1013,iPhone SE (3rd Gen),iPhone,256 GB,White Titanium
1014,iPhone SE (3rd Gen),iPhone,256 GB,Yellow
1015,iPhone SE (3rd Gen),iPhone,512 GB,Black
1016,iPhone SE (3rd Gen),iPhone,512 GB,Black Titanium
1017,iPhone SE (3rd Gen),iPhone,512 GB,Blue Titanium
1018,iPhone SE (3rd Gen),iPhone,512 GB,Deep Purple
1019,iPhone SE (3rd Gen),iPhone,512 GB,Green
1020,iPhone SE (3rd Gen),iPhone,512 GB,Midnight
1021,iPhone SE (3rd Gen),iPhone,512 GB,Natural Titanium
1022,iPhone SE (3rd Gen),iPhone,512 GB,Product Red
1023,iPhone SE (3rd Gen),iPhone,512 GB,Silver
1024,iPhone SE (3rd Gen),iPhone,512 GB,Starlight
1025,iPhone SE (3rd Gen),iPhone,512 GB,White Titanium
1026,iPhone SE (3rd Gen),iPhone,512 GB,Yellow
1027,iPhone SE (3rd Gen),iPhone,64 GB,Black
1028,iPhone SE (3rd Gen),iPhone,64 GB,Black Titanium
1029,iPhone SE (3rd Gen),iPhone,64 GB,Blue Titanium
1030,iPhone SE (3rd Gen),iPhone,64 GB,Deep Purple
1031,iPhone SE (3rd Gen),iPhone,64 GB,Green
1032,iPhone SE (3rd Gen),iPhone,64 GB,Midnight
1033,iPhone SE (3rd Gen),iPhone,64 GB,Natural Titanium
1034,iPhone SE (3rd Gen),iPhone,64 GB,Product Red
1035,iPhone SE (3rd Gen),iPhone,64 GB,Silver
1036,iPhone SE (3rd Gen),iPhone,64 GB,Starlight
1037,iPhone SE (3rd Gen),iPhone,64 GB,White Titanium
1038,iPhone SE (3rd Gen),iPhone,64 GB,Yellow
1039,Mac mini (M2),Mac,1 TB SSD,Gold
1040,Mac mini (M2),Mac,1 TB SSD,Midnight
1041,Mac mini (M2),Mac,1 TB SSD,Silver
1042,Mac mini (M2),Mac,1 TB SSD,Space Gray
1043,Mac mini (M2),Mac,1 TB SSD,Starlight
1044,Mac mini (M2),Mac,2 TB SSD,Gold
1045,Mac mini (M2),Mac,2 TB SSD,Midnight
1046,Mac mini (M2),Mac,2 TB SSD,Silver
1047,Mac mini (M2),Mac,2 TB SSD,Space Gray
1048,Mac mini (M2),Mac,2 TB SSD,Starlight
1049,Mac mini (M2),Mac,256 GB SSD,Gold
1050,Mac mini (M2),Mac,256 GB SSD,Midnight
1051,Mac mini (M2),Mac,256 GB SSD,Silver
1052,Mac mini (M2),Mac,256 GB SSD,Space Gray
1053,Mac mini (M2),Mac,256 GB SSD,Starlight
1054,Mac mini (M2),Mac,512 GB SSD,Gold
1055,Mac mini (M2),Mac,512 GB SSD,Midnight
1056,Mac mini (M2),Mac,512 GB SSD,Silver
1057,Mac mini (M2),Mac,512 GB SSD,Space Gray
1058,Mac mini (M2),Mac,512 GB SSD,Starlight
1059,Mac Pro (M2 Ultra),Mac,1 TB SSD,Gold
1060,Mac Pro (M2 Ultra),Mac,1 TB SSD,Midnight
1061,Mac Pro (M2 Ultra),Mac,1 TB SSD,Silver
1062,Mac Pro (M2 Ultra),Mac,1 TB SSD,Space Gray
1063,Mac Pro (M2 Ultra),Mac,1 TB SSD,Starlight
1064,Mac Pro (M2 Ultra),Mac,2 TB SSD,Gold
1065,Mac Pro (M2 Ultra),Mac,2 TB SSD,Midnight
1066,Mac Pro (M2 Ultra),Mac,2 TB SSD,Silver
1067,Mac Pro (M2 Ultra),Mac,2 TB SSD,Space Gray
1068,Mac Pro (M2 Ultra),Mac,2 TB SSD,Starlight
1069,Mac Pro (M2 Ultra),Mac,256 GB SSD,Gold
1070,Mac Pro (M2 Ultra),Mac,256 GB SSD,Midnight
1071,Mac Pro (M2 Ultra),Mac,256 GB SSD,Silver
1072,Mac Pro (M2 Ultra),Mac,256 GB SSD,Space Gray
1073,Mac Pro (M2 Ultra),Mac,256 GB SSD,Starlight
1074,Mac Pro (M2 Ultra),Mac,512 GB SSD,Gold
1075,Mac Pro (M2 Ultra),Mac,512 GB SSD,Midnight
1076,Mac Pro (M2 Ultra),Mac,512 GB SSD,Silver
1077,Mac Pro (M2 Ultra),Mac,512 GB SSD,Space Gray
1078,Mac Pro (M2 Ultra),Mac,512 GB SSD,Starlight
1079,MacBook Air 13-inch (M2),Mac,1 TB SSD,Gold
1080,MacBook Air 13-inch (M2),Mac,1 TB SSD,Midnight
1081,MacBook Air 13-inch (M2),Mac,1 TB SSD,Silver
1082,MacBook Air 13-inch (M2),Mac,1 TB SSD,Space Gray
1083,MacBook Air 13-inch (M2),Mac,1 TB SSD,Starlight
1084,MacBook Air 13-inch (M2),Mac,2 TB SSD,Gold
1085,MacBook Air 13-inch (M2),Mac,2 TB SSD,Midnight
1086,MacBook Air 13-inch (M2),Mac,2 TB SSD,Silver
1087,MacBook Air 13-inch (M2),Mac,2 TB SSD,Space Gray
1088,MacBook Air 13-inch (M2),Mac,2 TB SSD,Starlight
1089,MacBook Air 13-inch (M2),Mac,256 GB SSD,Gold
1090,MacBook Air 13-inch (M2),Mac,256 GB SSD,Midnight
1091,MacBook Air 13-inch (M2),Mac,256 GB SSD,Silver
1092,MacBook Air 13-inch (M2),Mac,256 GB SSD,Space Gray
1093,MacBook Air 13-inch (M2),Mac,256 GB SSD,Starlight
1094,MacBook Air 13-inch (M2),Mac,512 GB SSD,Gold
1095,MacBook Air 13-inch (M2),Mac,512 GB SSD,Midnight
1096,MacBook Air 13-inch (M2),Mac,512 GB SSD,Silver
1097,MacBook Air 13-inch (M2),Mac,512 GB SSD,Space Gray
1098,MacBook Air 13-inch (M2),Mac,512 GB SSD,Starlight
1099,MacBook Air 15-inch (M2),Mac,1 TB SSD,Gold
1100,MacBook Air 15-inch (M2),Mac,1 TB SSD,Midnight
1101,MacBook Air 15-inch (M2),Mac,1 TB SSD,Silver
1102,MacBook Air 15-inch (M2),Mac,1 TB SSD,Space Gray
1103,MacBook Air 15-inch (M2),Mac,1 TB SSD,Starlight
1104,MacBook Air 15-inch (M2),Mac,2 TB SSD,Gold
1105,MacBook Air 15-inch (M2),Mac,2 TB SSD,Midnight
1106,MacBook Air 15-inch (M2),Mac,2 TB SSD,Silver
1107,MacBook Air 15-inch (M2),Mac,2 TB SSD,Space Gray
1108,MacBook Air 15-inch (M2),Mac,2 TB SSD,Starlight
1109,MacBook Air 15-inch (M2),Mac,256 GB SSD,Gold
1110,MacBook Air 15-inch (M2),Mac,256 GB SSD,Midnight
1111,MacBook Air 15-inch (M2),Mac,256 GB SSD,Silver
1112,MacBook Air 15-inch (M2),Mac,256 GB SSD,Space Gray
1113,MacBook Air 15-inch (M2),Mac,256 GB SSD,Starlight
1114,MacBook Air 15-inch (M2),Mac,512 GB SSD,Gold
1115,MacBook Air 15-inch (M2),Mac,512 GB SSD,Midnight
1116,MacBook Air 15-inch (M2),Mac,512 GB SSD,Silver
1117,MacBook Air 15-inch (M2),Mac,512 GB SSD,Space Gray
1118,MacBook Air 15-inch (M2),Mac,512 GB SSD,Starlight
1119,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Gold
1120,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Midnight
1121,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Silver
1122,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Space Gray
1123,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Starlight
1124,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Gold
1125,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Midnight
1126,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Silver
1127,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Space Gray
1128,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Starlight
1129,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Gold
1130,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Midnight
1131,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Silver
1132,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Space Gray
1133,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Starlight
1134,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Gold
1135,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Midnight
1136,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Silver
1137,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Space Gray
1138,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Starlight
1139,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Gold
1140,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Midnight
1141,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Silver
1142,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Space Gray
1143,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Starlight
1144,MacBook Pro 16-inch (M3 Pro),Mac,2 TB SSD,Gold
1145,MacBook Pro 16-inch (M3 Pro),Mac,2 TB SSD,Midnight
1146,MacBook Pro 16-inch (M3 Pro),Mac,2 TB SSD,Silver
1147,MacBook Pro 16-inch (M3 Pro),Mac,2 TB SSD,Space Gray
1148,MacBook Pro 16-inch (M3 Pro),Mac,2 TB SSD,Starlight
1149,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Gold
1150,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Midnight
1151,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Silver
1152,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Space Gray
1153,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Starlight
1154,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Gold
1155,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Midnight
1156,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Silver
1157,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Space Gray
1158,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Starlight
1159,Magic Keyboard,Accessories,No Storage,Black
1160,Magic Keyboard,Accessories,No Storage,Silver
1161,Magic Keyboard,Accessories,No Storage,Space Gray
1162,Magic Keyboard,Accessories,No Storage,White
1163,Magic Mouse,Accessories,No Storage,Black
1164,Magic Mouse,Accessories,No Storage,Silver
1165,Magic Mouse,Accessories,No Storage,Space Gray
1166,Magic Mouse,Accessories,No Storage,White
1167,Magic Trackpad,Accessories,No Storage,Black
1168,Magic Trackpad,Accessories,No Storage,Silver
1169,Magic Trackpad,Accessories,No Storage,Space Gray
1170,Magic Trackpad,Accessories,No Storage,White
1171,MagSafe Charger,Accessories,No Storage,Black
1172,MagSafe Charger,Accessories,No Storage,Silver
1173,MagSafe Charger,Accessories,No Storage,Space Gray
1174,MagSafe Charger,Accessories,No Storage,White
1175,USB-C Woven Charge Cable,Accessories,No Storage,Black
1176,USB-C Woven Charge Cable,Accessories,No Storage,Silver
1177,USB-C Woven Charge Cable,Accessories,No Storage,Space Gray
1178,USB-C Woven Charge Cable,Accessories,No Storage,White
